3158464975551880899,91.40625,155,540,63,51,13
1172769831827404933,90.399169921875,141,488,64,55,14
3097569607756302009,90.203857421875,151,517,59,53,16
8055773178673551858,90.191650390625,157,543,33,24,5
4941727573011383681,90.032958984375,154,532,84,72,24
4380601716231751915,90.02685546875,148,492,83,74,18
5922682580382641926,89.9658203125,148,512,40,31,9
1276274936449172025,89.84375,159,552,50,35,8
8462201019529328510,89.6728515625,147,501,33,27,7
4276419605855752944,89.63623046875,150,514,60,49,12
6331114552218113466,89.53857421875,158,552,68,56,15
2886883170255349110,89.532470703125,143,506,63,51,16
7981241874334154266,89.508056640625,153,529,58,46,11
7566518653306083614,89.459228515625,148,507,77,62,15
1038094375343424218,89.29443359375,154,543,78,57,13
4270360367115225215,89.1357421875,142,482,77,71,21
3702028053461668996,89.09912109375,146,497,60,54,16
464668986580024484,89.007568359375,146,500,40,34,9
6483901555597916763,88.763427734375,148,500,65,56,14
4902620746271737974,88.739013671875,149,525,50,44,12
2462630320980344861,88.5986328125,143,475,86,80,23
6437809372918953003,88.5498046875,139,481,88,70,16
4209846475231427927,88.4765625,149,506,77,68,18
7092967511940109961,88.421630859375,156,545,78,66,19
2818360829194915177,88.39111328125,146,505,87,75,20
5233225655655946850,88.385009765625,148,509,61,55,15
5650283799539342834,88.37890625,152,530,64,49,12
4638588116201514181,88.330078125,154,526,66,60,15
1736829763944062939,88.29345703125,148,508,47,41,12
5127214094880653801,88.250732421875,142,486,61,52,15
6466414429720115490,88.19580078125,141,480,56,50,14
6611904457872415744,88.189697265625,141,486,100,88,28
7494858712582547598,88.09814453125,142,484,63,57,18
2789879501727662826,88.0615234375,148,500,55,49,14
230706555584762624,87.9638671875,147,497,64,58,15
3056997351495265814,87.90283203125,152,526,45,36,9
3041099634332817678,87.90283203125,142,487,51,45,13
40321363100780977,87.890625,143,477,79,70,18
8452509873357080766,87.872314453125,156,542,70,61,18
8174895289711133627,87.799072265625,146,503,50,41,11
2536184008061899705,87.75634765625,140,463,65,59,15
3590862923646851911,87.701416015625,148,518,45,36,10
8386106907091383872,87.59765625,137,479,88,73,20
8640718237075786256,87.554931640625,136,463,49,43,11
7182029586274031138,87.518310546875,144,499,61,55,16
117464551093681968,87.51220703125,147,491,58,52,15
1955335962504046798,87.493896484375,144,488,54,45,11
601870309665753806,87.445068359375,151,512,61,52,14
7803364739643721210,87.432861328125,149,506,28,22,5
7272439871089142046,87.39013671875,147,502,40,34,10
8341648471650639198,87.34130859375,150,499,65,59,16
8395501642666693027,87.3046875,147,485,65,51,12
6095143396166120284,87.29248046875,147,503,66,54,13
4014963635305880583,87.274169921875,146,491,96,84,24
6544654467934759462,87.26806640625,142,477,69,60,15
5520788737279698648,87.24365234375,143,487,57,45,12
7210236641209002872,87.188720703125,138,459,84,78,23
4922460840058169692,87.0849609375,139,469,58,52,14
630797021100551352,87.054443359375,135,456,72,63,18
7598468105630774187,86.92626953125,128,431,59,53,13
5604691460446357736,86.80419921875,151,526,65,56,19
853207482190738275,86.7431640625,144,498,74,65,19
4526173671821412298,86.71875,137,470,49,43,11
9197231659834110879,86.712646484375,129,429,91,79,18
5980969180566050098,86.688232421875,150,506,36,27,7
4633941609644449599,86.65771484375,142,473,80,71,20
9070894106634175041,86.627197265625,142,491,31,25,6
3203368731115612482,86.553955078125,144,497,49,40,12
4925575525935774915,86.53564453125,137,470,54,45,13
788820154764907577,86.43798828125,141,487,55,46,10
8393646275290749201,86.407470703125,129,436,81,69,18
8466077706356043581,86.38916015625,145,495,47,41,11
4983217168462861208,86.370849609375,140,476,74,68,19
8134757929614946489,86.346435546875,156,523,64,51,12
7334217119363926607,86.328125,151,503,55,46,10
3020417446584391354,86.12060546875,133,450,50,44,13
7424244905663910537,86.1083984375,149,506,73,61,15
6496187608918951700,86.07177734375,150,494,72,66,16
7341738426434569174,86.0107421875,140,472,76,66,16
7148314655744322819,85.97412109375,137,463,43,37,12
8756108057105863530,85.9130859375,136,462,41,35,9
5505603355036462192,85.87646484375,131,452,64,58,17
8017059356355982767,85.809326171875,146,486,50,41,10
2682210261854959304,85.772705078125,140,485,38,29,6
4605396465735665377,85.70556640625,132,448,41,35,10
8190820105741737947,85.662841796875,138,469,73,67,18
5198267330023150031,85.43701171875,128,446,45,39,11
2054932233438068187,85.394287109375,133,445,73,67,18
8444832278388007551,85.369873046875,132,427,92,86,20
8105932929919728302,84.97314453125,129,437,68,62,17
6734202142477747766,84.94873046875,126,423,77,68,19
3490940136583857914,84.820556640625,139,465,59,53,14
1653915812651821870,84.771728515625,145,491,51,42,11
5394279295355100933,84.521484375,144,506,36,30,8
3674781049738640467,84.320068359375,136,462,81,72,19
504104936871438648,84.24072265625,136,466,45,36,9
499470420462484733,84.124755859375,131,445,74,68,18
5303238410474628591,84.0576171875,135,460,55,46,11
7969379078152630153,83.85009765625,135,460,52,43,11
905560011291285869,83.544921875,134,455,41,32,7
